BP Number,Priority,Description,Network Type(s),Industry Role(s),Keywords,Public Safety and Disaster,Reference,cable,internet/Data,satellite,wireless,wireline,Service Provider,Network Operator,"Priority (1,2,3)",Equipment Supplier,Property Manager,Government,Public Safety
12-9-1026,Important,"Network Operators, Service Providers, and Public Safety should consider creating a policy statement that defines a remote system access strategy, which may include a special process for disaster recovery.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Network Operator; Public Safety;,Business Continuity; Cyber Security; Emergency Preparedness; Pandemic; Policy;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE
12-9-1028,Critical,"Network Operators, Service Providers, Property Managers, and Public Safety should engage in preventative maintenance programs for network site support systems including emergency power generators, UPS, DC plant (including batteries), HVAC units, and fire suppression systems.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Network Operator; Public Safety; Property Manager;,Buildings; Business Continuity; Emergency Preparedness; Fire; Network Operations; Power; Public Safety and Disaster;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3,FALSE,TRUE,FALSE,TRUE
12-9-1029,Important,"Network Operators, Service Providers, and Public Safety should periodically review their portable power generator needs to address changes to the business.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Business Continuity; Emergency Preparedness; Network Operations; Power;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE
12-9-1031,Highly Important,"Network Operators, Service Providers, and Public Safety should consider entering into Mutual Aid agreements with partners best able to assist them in a disaster situation using the templates provided on the NRIC and NCS websites.  These efforts could include provisions to share spectrum, fiber facilities, switching, and/or technician resources.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Business Continuity; Disaster Recovery; Emergency Preparedness; Industry Cooperation; Public Safety and Disaster;,TRUE,See http://www.ncs.gov/ncc/nccmaa/nccmaa_toc.html and http://www.nric.org/meetings/meeting20020913.html.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE
12-9-1032,Highly Important,"Network Operators, Service Providers, and Public Safety should document their critical equipment suppliers, vendors, contractors and business partners in their Business Continuity Plans along with an assessment of the services, support, and capabilities available in the event of a disaster.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Business Continuity; Emergency Preparedness; Industry Cooperation;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE
12-9-1034,Critical,Network Operators and Public Safety should ensure that the emergency mobile assets are maintained at a hardware and software level compatible with the existing network infrastructure so that the emergency mobile assets will be immediately available for deployment.,Cable; Internet/Data; Satellite; Wireless; Wireline;,Public Safety;,Business Continuity; Emergency Preparedness; Hardware; Network Elements; Network Operations;,TRUE,Experience has shown that hardware and software maintenance of emergency mobile assets should be assigned to designated technicians.,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
12-10-0424,Important,"Network Operators and Public Safety should whenever possible require specific applicable safety standards for network elements that they plan to purchase, procure or implement.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Network Operator; Public Safety;,Hardware; Network Elements; Network Provisioning;,TRUE,"Recognized standards may include UL, NEC, ANSI, NFPA, ASTM.  Specific requirements such as ""UL-498/NEC-250.146(A)-Receptacle Grounding-Surface-Mounted Box.""",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE
12-9-1035,Important,"Network Operators, Service Providers, and Public Safety should include trial deployment of emergency mobile assets in disaster response exercises to evaluate level of personnel readiness.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Business Continuity; Emergency Preparedness; Network Operations; Training and Awareness;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE
12-9-1037,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should use a disaster recovery support model that provides a clear escalation path to executive levels, both internally and to business partners.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Network Operator; Equipment Supplier; Public Safety;,Business Continuity; Disaster Recovery; Emergency Preparedness;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-9-1038,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should consider during all hazard and preplanned events, communicating the response status frequently and consistently to all appropriate employees detailing what processes have been put in place to support customers and what priorities have been established in the response.",Cable; Internet/Data; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Business Continuity; Disaster Recovery; Pandemic; Supervision;,TRUE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-9-1058,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should work collectively with local, state, and federal governments to develop relationships fostering efficient communications, coordination and support for emergency response and restoration.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Government; Public Safety;,Business Continuity; Disaster Recovery; Emergency Preparedness; Liaison;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,TRUE
12-9-1067,Highly Important,"Network Operators, Public Safety, Service Providers and Property Managers should consider, in preparation for predicted natural events, placing standby generators on line and verifying proper operation of all subsystems (e.g., ice, snow, flood, hurricanes).",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety; Property Manager;,Disaster Recovery; Emergency Preparedness; Network Operations; Power;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE
12-9-3202,Important,"Service Providers and Public Safety should have a pre-established procedure to notify all impacted network operators, prior to launching an alert event that utilizes Public Safety mass calling systems for emergency notification.",Cable; Internet/Data; Wireless; Wireline;,Service Provider; Public Safety;,Emergency Preparedness; Essential Services; Industry Cooperation; Liaison;,TRUE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,TRUE
12-9-3204,Highly Important,"Public Safety and Government should work with Service Providers to educate the public on the proper use of N11 Access codes (e.g., 211, 311, 411 or 511 services) where available, such that it enables the 9-1-1 network and personnel to be exclusively focused on emergencies.",Cable; Internet/Data; Wireless; Wireline;,Service Provider; Public Safety;,Emergency Preparedness; Industry Cooperation; Liaison;,TRUE,"Proper use of all N11 codes, including 9-1-1, prevents exhaustion of resources of emergency personnel on non-emergency situations.",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2,FALSE,FALSE,FALSE,TRUE
12-9-3211,Highly Important,"Network Operators, Service Providers, and Public Safety should develop and maintain operations plans that address network reliability issues.  Network Operators and Service Providers should proactively include Public Safety authorities when developing network reliability plans in support of 9-1-1 services.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Emergency Preparedness; Liaison; Network Operations;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE
12-9-3212,Important,"Network Operators and Service Providers should consider including notification of Public Safety Authorities, as appropriate, in their trouble notification plans.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Disaster Recovery; Emergency Preparedness; Liaison; Network Operations;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE
12-9-3217,Highly Important,Network Operators and Service Providers should provide and maintain current 24/7/365 contact information accessible to Public Safety Answering Points (PSAPs) so that PSAPs may obtain additional subscriber information as appropriate.,Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Emergency Preparedness; Essential Services; Public Safety and Disaster;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE
12-9-3228,Highly Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should  ensure if they are using Global Positioning System (GPS) enabled Phase II location solutions, that the GPS satellite location information (e.g., GPS ephemeris, almanac, etc.) is as current as is feasible to assist the handset in providing improved accuracy of the GPS fix, aiding in the reduction of the time of database responses and reduction of the number of database query rebids.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Network Design;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-9-3233,Important,"Service Providers, Public Safety should  work to ensure that Phase II accuracy is optimized and the performance trouble resolution process is followed as needed when deploying wireless Phase II.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Public Safety;,Network Operations;,TRUE,See “E9-1-1 PHASE II Accuracy Optimization Reporting and Resolution Process” document (Appendix E– NRIC VII 1A Final Report).,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,TRUE
12-9-3236,Highly Important,"Network Operators, Equipment Suppliers, and Public Safety should have procedures in place to allow for manual configuration in the event of a failure of automatic synchronization systems.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Network Operator; Equipment Supplier; Public Safety;,Information Protection; Network Operations; Network Provisioning; Procedures; Software; Supervision; Training and Awareness;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-9-3237,Highly Important,"Network Operators, Equipment Suppliers, and Public Safety should consider restricting provisioning technicians from all commands except those that are needed for their work (least privileges)  and avoid any ""global"" commands or unauthenticated, privileged access that may have the potential for significant impact.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Network Operator; Equipment Supplier; Public Safety;,Information Protection; Network Operations; Network Provisioning; Procedures; Software; Supervision; Training and Awareness;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-9-3238,Highly Important,"Network Operators, Service Providers, and Public Safety should consider using wireless public or private networks as a backup to dedicated trunks for the 9-1-1 network during periods of network failure.  In cases where the ability to deliver 9-1-1 calls to the Public Safety Answering Point (PSAP) through normal routing is interrupted by a failure (not all trunks busy conditions) consider forwarding the call over wireless public, private networks, or satellite-based services to provide an additional alternate path to the PSTN, providing IP multimedia connectivity for next generation networks, or used solely as an alternate call delivery path for the voice component of 9-1-1 calls.",Cable; Internet/Data; Wireline;,Service Provider; Network Operator; Public Safety;,Essential Services; Facilities - Transport; Network Interoperability; Network Operations; Procedures; Public Safety and Disaster;,TRUE,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE
12-9-3239,Highly Important,"Network Operators, Service Providers, and Public Safety should implement testing and verification processes for 9-1-1 pseudo Automatic Number Identification (pANI) to prevent bad data from being entered into the wrong routing databases typically occurring at the Automatic Location Information (ALI) or Selective Router (SR) stage of the provisioning process.",Cable; Internet/Data; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Network Provisioning;,TRUE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE
12-9-3242,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should work together to jointly perform cause analysis, and meet periodically with the specific agenda of sharing the failure and outage information to develop corrective measures.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Network Operator; Equipment Supplier; Public Safety;,Network Elements; Network Operations;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-9-3243,Highly Important,"Service Providers, Network Operators, and Public Safety should coordinate and perform necessary testing of all new call paths between their network and the emergency services network (e.g., Selective Routers, or the Emergency Services IP Network (ESInet)) that includes a test call using all routing elements.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Network Provisioning; Public Safety and Disaster;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,TRUE
12-9-5012,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should limit access to areas of critical infrastructure to essential personnel.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Access Control; Buildings; Disaster Recovery; Pandemic; Physical Security Management; Policy;,TRUE,Prevent unauthorized access.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-9-5073,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should perform risk assessment on significant network changes (e.g., technology upgrades).",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Disaster Recovery; Facilities - Transport; Network Operations;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-9-5113,Critical,"Network Operators, Service Providers, Property Managers and Public Safety should  when feasible, provide multiple cable entry points at critical facilities (e.g., copper or fiber conduit) avoiding single points of failure (SPOF).",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety; Property Manager;,Buildings; Facilities - Transport; Public Safety and Disaster;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,TRUE,FALSE,TRUE
12-9-5127,Critical,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should provide a Government Emergency Telecommunications Service (GETS) card to essential staff critical to disaster recovery efforts and should consider utilizing Wireless Priority Service (WPS) for essential staff.  Appropriate training and testing in the use of GETS & WPS should occur on a regular basis (i.e. in conjunction with testing of the corporate disaster recovery plan).",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Disaster Recovery; Emergency Preparedness; Human Resources; Liaison; Training and Awareness;,TRUE,The GETS and WPS web sites are http://wps.ncs.gov/ and http://getes.ncs.gov.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,TRUE
12-9-5128,Critical,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should maintain accurate records for Government Emergency Telecommunications Service (GETS) cards and Wireless Priority Service (WPS) phone assignments as staff changes occur.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Emergency Preparedness; Human Resources; Liaison;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,TRUE
12-10-0427,Highly Important,Equipment Suppliers should maintain software documentation including revision change history and associated release notes.,Cable; Internet/Data; Satellite; Wireless; Wireline;,Equipment Supplier;,Documentation; Network Elements; Software;,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE
12-10-0429,Highly Important,Equipment Suppliers should provide for appropriate storage and retrieval mechanisms of system operational data to support analysis after a hardware or software crash.,Cable; Internet/Data; Satellite; Wireless; Wireline;,Equipment Supplier;,Hardware; Network Elements; Software;,FALSE,Information useful for diagnostics might include core dumps and register contents.,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE
12-10-0430,Highly Important,"Equipment Suppliers should be able to recreate supported software from source including, where feasible, software obtained from third parties.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Equipment Supplier;,Software;,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE
12-10-0431,Highly Important,Equipment Suppliers should provide capacity and performance data for network elements.,Cable; Internet/Data; Satellite; Wireless; Wireline;,Equipment Supplier;,Network Elements;,FALSE,"Use commonly agreed upon terminologies and methodologies such as those developed by IETF Benchmarking Methodology Working Group (e.g., RFC 2544).",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE
12-10-0432,Highly Important,Equipment Suppliers should support standardized MIBs (Management Information Bases) and maintain documentation of private and enterprise MIBs.,Cable; Internet/Data; Satellite; Wireless; Wireline;,Equipment Supplier;,Network Elements; Software;,FALSE,"Enterprise MIBs are those written by vendors for their particular object. The managed object can furnish both standard MIB
and enterprise MIB information. The standard MIBs are those that have been approved by the IAB (Internet Architecture Board, http://www.iab.org) Equipment and software vendors define the private MIBs unilaterally.",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE
12-10-0435,Critical,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should assess the functions of their organization and identify those critical to ensure network reliability.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Business Continuity; Emergency Preparedness;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,TRUE,FALSE,TRUE
12-10-0438,Important,Network Operators and Service Providers should enable CIDR (Classless Inter-Domain Routing) by implementing classless route prefixes on routing elements.,Internet/Data;,Service Provider; Network Operator;,Network Operations;,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE
12-10-1049,Highly Important,Service Providers should consider utilizing multiple network carriers for internet backbone connectivity if required to prevent isolation of service nodes.,Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider;,Business Continuity; Emergency Preparedness; Facilities - Transport;,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE
12-12-3271,,"Network Operators, Service Providers and Public Safety should support HTTPS transport of dereference requests associated with the acquisition of location information and other additional data associated with an emergency call.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Disaster Recovery; Public Safety; Public Safety and Disaster;,TRUE,"NENA-STA-010, IETF RFC 7852, IETF RFC 6753",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE
12-12-5282,Important,"Network Operators, Service Providers and Property Managers should coordinate with Property Managers to ensure adequate growth space.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Property Manager;,Buildings; Industry Cooperation; Public Safety; Public Safety and Disaster;,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE
12-12-8102,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should provide adequate security and control regarding the use of Personal Equipment for corporate activities, telecommuting, virtual office, remote administration, etc.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Human Resources; Intrusion Detection; Public Safety; Public Safety and Disaster;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-6-1007,Highly Important,"Network Operators, Service Providers, and Equipment Suppliers should consider establishing a geographically diverse back-up Emergency Operations Center.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier;,Business Continuity; Emergency Preparedness; Network Operations; Public Safety and Disaster;,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,FALSE
12-8-8551,Critical,"Network Operators and Service Providers should follow processes similar to Appendix Y of the NRIC VII, Focus Group 2B Report Appendices when responding to a new or unrecognized event.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator;,Business Continuity; Cyber Security; Disaster Recovery; Emergency Preparedness; Intrusion Detection; Network Operations;,FALSE,Cross reference with 7-7-8551 developed under NRIC.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,FALSE
12-8-8677,Important,Network Operators should perform content analysis of In-bound e-mails.,Internet/Data;,Network Operator;,Cyber Security; Intrusion Detection; Network Operations;,FALSE,Source:  Anti-Spam Best Practices and Technical Guidelines,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE
12-9-0442,Highly Important,Service Providers and Public Safety should consider measuring end-to-end path performance and path validity for both active and alternate routes.,Internet/Data;,Service Provider; Public Safety;,Cyber Security; Network Operations;,TRUE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,FALSE,TRUE
12-9-1011,Critical,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should establish alternative methods of communication for critical personnel.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Business Continuity; Emergency Preparedness;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,TRUE
12-9-1015,Important,"Network Operators, Service Providers, and Public Safety should make available to the disaster recovery team ""as-built"" drawings of network sites.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Business Continuity; Documentation; Emergency Preparedness;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE
12-9-5130,Important,"Network Operators, Service Providers, Equipment Suppliers, Public Safety, and the Government should conduct public and media relations in such a way as to avoid disclosing specific network or equipment vulnerabilities that could be exercised by a terrorist.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Corporate Ethics; Disaster Recovery; Industry Cooperation; Information Protection; Liaison; Policy;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-9-5131,Highly Important,Network Operators and Public Safety should provide appropriate security for emergency mobile units (both pre- and post-deployment) in order to protect against a coordinated terrorist attack on emergency communications capabilities.,Cable; Internet/Data; Satellite; Wireless; Wireline;,Network Operator; Public Safety;,Disaster Recovery; Emergency Preparedness; Material Movement; Physical Security Management; Power;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,TRUE
12-9-5133,Highly Important,Network Operators and Public Safety should minimize availability of information to a need to know basis regarding locations where emergency mobile units and equipment are stored.,Cable; Internet/Data; Satellite; Wireless; Wireline;,Network Operator; Public Safety;,Disaster Recovery; Emergency Preparedness; Information Protection; Power;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,TRUE
12-9-5139,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should consider establishing procedures for managing personnel who perform functions at disaster area sites.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Corporate Ethics; Disaster Recovery; Emergency Preparedness; Human Resources; Pandemic; Policy; Procedures; Supervision; Technical Support;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-9-5160,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should have contingency plans in place for the possible absence of critical personnel in their business continuity plan.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Business Continuity; Emergency Preparedness; Human Resources; Pandemic;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-9-5162,Critical,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should ensure adequate physical protection for facilities/areas that are used to house certificates and/or encryption key management systems, information or operations.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Access Control; Cyber Security; Encryption; Information Protection; Physical Security Management;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,TRUE
12-9-5196,Critical,"Network Operators, Service Providers, and Public Safety should ensure that contractors and Equipment Supplier personnel working in critical network facilities follow the current applicable MOP (Method of Procedures), which should document the level of oversight necessary.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Network Operations; Procedures; Supervision;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,TRUE
12-9-5200,Highly Important,"Network Operators, Service Providers, Equipment Suppliers, and Public Safety should establish and implement procedures for the proper disposal and/or destruction of hardware (e.g., hard drives) that contain sensitive or proprietary information.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Hardware; Information Protection; Material Movement; Network Elements; Procedures;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-9-5204,Critical,"Network Operators, Service Providers, Property Managers, and Public Safety should ensure availability of emergency/backup power (e.g., batteries, generators, fuel cells) to maintain critical communications services during times of commercial power failures, including natural and manmade occurrences (e.g., earthquakes, floods, fires, power brown/black outs, terrorism).  The emergency/backup power generators should be located onsite, when appropriate.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Buildings; Disaster Recovery; Emergency Preparedness; Network Operations; Power; Public Safety and Disaster;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE
12-9-5206,Critical,"Network Operators, Service Providers, Property Managers, and Public Safety should maintain sufficient fuel supplies for emergency/backup power generators running at full load and ensure contracted refueling is in place.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety; Property Manager;,Emergency Preparedness; Network Operations; Power; Public Safety and Disaster;,TRUE,See NRIC BP 0658.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,TRUE,FALSE,TRUE
12-9-5207,Critical,"Network Operators, Service Providers, Property Managers and Public Safety should  take appropriate precautions to ensure that fuel, other supplies, and alternate sources of power are available for critical installations in the event of major disruptions in a geographic area (e.g., hurricane, earthquake, pipeline disruption). Consider contingency contracts in advance with clear terms and conditions (e.g., Delivery time commitments, T&amp;Cs).",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety; Property Manager;,Disaster Recovery; Emergency Preparedness; Material Movement; Network Operations; Pandemic; Power; Public Safety and Disaster;,TRUE,"See NRIC BP 0658.

Editorial changes were proposed from NRSC and approved at the 12/10/19 CSRIC VI meeting as editorial changes. No numbering changes were made.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,TRUE,FALSE,TRUE
12-9-5208,Important,"Network Operators, Service Providers, Equipment Suppliers, Property Managers, and Public Safety should ensure that electrical work (e.g., AC and high current DC power distribution) is performed by licensed technicians.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety; Property Manager;,Human Resources; Network Operations; Power; Training and Awareness;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE
